,content,sentiment,raw,rate
18213,SAL HIL QUED GRAND LARG TEM HIL SAL SAL TENDR TEM EXCELENT CALID,[0 1],Se salen los hilos Me queda bien hasta un poco apenas grande y larga pero el tema no es ese el tema es que los hilos se han salido se salen  tendrían que ver ese tema una lastima por qué es excelente la calidad,negative
18214,EXCELENT BUEN BUEN,[1 0],Excelente Excelente!!  Buen producto y buen vendedor.,positive
18215,BUEN CONFECCION DISEÑ BUEN CONFECCION BUEN RELACION PRECI REFORZ TRAT CUID ESTAN,[1 0],Buena confección y diseño. Muy buena confección. Buena relación precio calidad. Los cierres podrían ser un poco más reforzados pero si se los trata con cuidado están bien.,positive
18216,RECONOCI REGUL VIN PREND PUED VEND RECONLCI,[0 1],Le comente la falla y no reconocio nada regular no se si fue culpa del embalaje o de la fabrica pero vinieron 4 prendas falladas y no se las puedo vender a nadie le comente y no reconlcio,negative
18217,JUGUET,[0 1],"malisimo malísimo muy mala calidad, parece de juguete",negative
18218,GENIAL BUEN EXCELENT RECOM,[1 0],Genial Muy buen producto excelente lo recomiendo para hobbista,positive
18219,EXCELENT BUEN CALID BUEN,[1 0],Excelente Muy bueno la calidad y la atención muy buena,positive
18220,PUEST DENOMIN,[1 0],Sper Súper  bien puesto su denominación  Indestructible,positive
18221,MAL TRAJ VIDRI SUPERIOR PART TRASER PIC,[0 1],Muy malo No trajo vidrio superior y en la parte trasera estaba picado,negative
18222,RECOM EXELENT CALID LDISEÑ MODERN,[1 0],Lo recomiendo Exelente calidad lDiseño moderno,positive
18223,EXCELENT EXCELENT,[1 0],Excelente Excelente producto ninguna falla y nuy util,positive
18224,BUENISIM ENCANT VERD PRACTIC FELIZ COMPR,[1 0],Esta Buenísimo Me encantó... la verdad super practico... limpia super bien.!! Feliz con mi compra.. .,positive
18225,RECOMEND BUEN CALID,[1 0],Recomendable Muy buena calidad y súper grande,positive
18226,BUEN ESPECTACUL BUEN CALID,[1 0],"MUY BUENO ESPECTACULAR PRODUCTO, DE MUY BUENA CALIDAD.",positive
18227,EXCELENT BUEN COLOQU,[1 0],Excelente Es bueno los coloque en faros auxiliares,positive
18228,EXCELENT LIND RAP ENTREG,[1 0],Excelente!! Excelente!!! Muy lindo!! Rápida la entrega y en perfecta condiciones!!,positive
18229,VERSION REAL CHIP COMAND VERSION COPI VERSION FUNCION PYREN SOPORT WINDOWS 10 FUNCION DRIV COMPLIC INSTAL,[0 1],"No es version 1.5 real, chip usb malo. No ejecuta los comandos AT correspondientes a la version 1.4, es una copia, no es version 1.5 ni por asomo. Funciona para Torque y Scanmaster, pero no para PYren ni ddt4all. El fabricante del chip usb ya no tiene soporte para windows 10, 8 ni 7. Solo funciono con driver VIsta, muy complicado para instalar el driver.",negative
18230,MAL COMOD ACTIV HAG COMPR,[0 1],Muy malo Hermosoooooooo muy cómoda para la actividad que hago... la verdad muy satisfecha con la compra.,negative
18231,ENTRETIEN,[0 1],"Malo Rápido el envío, lo chicos se entretienen con el motivo pero desmora en que tome el pulso.",negative
18232,PROB VEN BIEN TOD ORDEN,[0 1],Malo No lo probé todavía. Se ven bien. Todo en orden,negative
18233,EXCELENT COLM EXPECT,[1 0],Excelente colmo las expectativas. buenisimo.,positive
18234,ELECTR FALL SERVICI TECNIC DIAS RECOM,[0 1],"Falla eléctrica en menos de un mes Menos de un mes de uso y ya está fallando. El servicio técnico, dos días para poder comunicarme. No se los recomiendo.",negative
18235,REGUL MAL LLEG TIEMP ACORD,[0 1],"Regular El producto perfecto , la entrega muy mala no llego en el tiempo acordado",negative
18236,EXCELENT HERMOS PRODUCT QUED,[1 0],"Excelente Hermosos productos, quede satisfecha",positive
18237,EXCELENT EXCELENT ACOLCH PRECIOS SABAN TOD BUEN,[1 0],"Excelente Excelente producto, el acolchado es precioso, las sábanas, todo muy bueno.",positive
18238,BUEN PUS GARAJ ALTO,[1 0],Buena Muy conforme las puse en un garaje alto  y alumbra muy bien,positive
18239,EXCELENT EXCELENT CALID BUEN,[1 0],Excelente Excelente calidad. Muy buen producto,positive
18240,EXCELENT EXELENT ENTREG TIEMP ATENT PAVON,[1 0],Excelente exelente.. entregado en tiempo y forma. muy atentos estanterias pavon,positive
18241,BASIC PEG FACIL LIMPI BASIC,[0 1],"Básica Basica, se pega si no le pones aceite. No es tan fácil de limpiar. El uso básico va bien.",negative
18242,EXCELENT CALID PRECI BUEN ATENCION CONFIABL,[1 0],"Excelente calidad y precio Muy buen multi ,atencion super confiable",positive
18243,,[0 1],No sirve para el invierno pasa el aire Regular porque no sirve para el invierno,negative
18244,TTOD ERA INESPER BUEN GRACI,[1 0],Ttodo bien Era inesperado  buen producto gracias,positive
18245,MAL COMPR MAND RECLAM DEJ RECOM VIN PALIT ROT PEG,[0 1],"Muy malo Compre dos y me mandaron uno, reclame y dejaron de contestar. No lo recomiendo ! El producto vino con un palito roto que tuve que pegar",negative
18246,EXCELENT BUEN NUEV CONTROL REMOT VOZ PROB,[1 0],Excelente Muy bueno. Lo nuevo el control remoto por voz. Probaremos,positive
18247,EXCELENT REPARACION PODI DAR SOLUCION RECOM GRACI,[1 0],"Excelente Reparacion de una heladera, nadie podia dar con la falla, el lo soluciono en una hora. Lo recomiendo gracias!!!",positive
18248,LIND PRACTIC LIVIAN UTIL UNIC CORT PAL,[0 1],"Malo Muy lindo, práctico, liviano, útil lo único q es muy corto el palo",negative
18249,VENC DEVOLV DINER,[0 1],vencido Estaba vencido y me devolvieron el dinero,negative
18250,BUEN EXCELENT ANDUV,[1 0],Muy bueno Excelente por el momento anduvo correctamente,positive
18251,HORRIBL VERD GUST CALID ORIGINAL,[0 1],Horrible La verdad que no me gustó para nada la campera muy cara por la calidad del producto el color no es el mismo a el de la foto es muy muy finita la tela a simple vista no sabes si es original o trucha,negative
18252,COMPR MAND INFERIOR COMOR PID PRECI CONTEST MENSAJ,[0 1],"De lo peor No compren! Son unos estafadores, me mandaron un producto inferior al comorado, les pido que me deveuelvan ls diferencia de precio y no contestan los mensajes !!!",negative
18253,PRIMER EMPEZ QUIER PAS,[0 1],No me gusto Los primeros dos dias todo perfecto despues se me empezo a apagar cada ver que me quiero pasar,negative
18254,EXCELENT EXCELENT BUEN,[1 0],Excelente Excelente producto muy buena la atencion.,positive
18255,BUEN MAL CALID MATERIAL NINGUN ESTAR,[0 1],"Buen estampado, mala calidad de los materiales La funda esta bien estampada pero las puntas se le rompireron a los dos dias de uso, y sin sufrir ningun golpe solo de estar en el bolsillo.",negative
18256,EXCELENT TRABAJ QUED PERFECT FUERON PUNTUAL,[1 0],Excelente el trabajo quedo perfecto y ademas los tecnicos fueron muy puntuales,positive
18257,EXCELENT BUENISIM RECOMEND,[1 0],Excelente Buenísimo el producto para recomendar,positive
18258,COLOQU CORT GARANT MUCH GUARD PUED USAR FINIT ROMP,[0 1],Malo Cuando me coloqué la cadenita se corto. Y según ellos no tiene garantía. Gaste mucha plata para guardar algo roto y no lo puedo usar! El producto es muy finito y te rompe los eslabones apenas lo tocas.,negative
18259,RECOM BUEN COSTUR MAL ESTAN DESCOC ABROJ SEMAN,[0 1],"No lo recomiendo No es muy bueno, las costuras son malas, se me están descociendo los abrojos y apenas lo usé 1 semana",negative
18260,EXCELENT PEQUEÑ IDEAL HABIT PEQUEÑ PRACTIC LLEV LAD TIP,[1 0],"excelente pequeño pero potente. ideal para habitaciones pequeñas, practico para llevar a todos lados ademas. peso ideal para cualquier tipo de personas.",positive
18261,EXCELENT ATENT BUEN,[1 0],Excelente Muy atento siempre. Y muy buen producto,positive
18262,EXCELENT PRACTIC RECOMEND CUMPLI,[1 0],"Excelente Muy practica y recomendable, cumplio con todas mis espectativas.",positive
18263,HERMOS HERMOS BUEN CALID,[1 0],Hermoso!!! Hermoso!!! y muy buena calidad!!!,positive
18264,ESPER PAREC BAJ CALID,[0 1],Malos No son lo que espera parecen de baja calidad a mi gusto,negative
18265,GENIAL EXCELENT GUAT RECOM,[1 0],"genial excelente me guataron mucho, lo recomiendo",positive
18266,EXELENT BUEN ARTICUL RECOMEND,[0 1],Exelente Muy buen artículo facil de usar y muy recomendable,negative
18267,DEBAJ GUST CONECT DISPOSIT NUL EXIST SAC HABL DIG DISPOSIT CONECT PARLANT TEL COMPU TRANSMIT MEJOR CAPAC MEMORI RESPECT,[0 1],"Es un producto por debajo del estandar No me gusta para nada. La conectividad con otros dispositivos es nula. La cámara de noche no existe, saca pésimas fotos. Ni hablar de la cámara frontal. Bluethoot que me digan con que dispositivo se puede conectar, con mí parlante no, con mí tele no, con mi compu no. Transmitir no. Mejore la capacidad de memoria respecto del moto g5s plus, lo demás pésimo.",negative
18268,LIND HERMOS BEB BUEN CALID HIJ FELIZ,[1 0],Muy lindo Hermoso bebé muy buena calidad.. mi hija feliz,positive
18269,BUEN BUEN COMOD PRACTIC AJUST DIFERENT ADAPT BEB UNIC PROBLEM TUV FACIL RUEDIT,[1 0],"Muy bueno Muy bueno! Mi hija lo usa bastante y es súper cómodo y práctico para transportar. Se le pueden ajustar diferentes alturas, por lo que se adapta al bebé. El único problema que tuvimos es que se le salen muy fácil las rueditas.",positive
18270,FRAUD FRAUD BAJ KIL MENTIR HAC IBA GIMNASI SEMAN DIERON RESULT,[0 1],Un fraude Un fraude. No baje ni un kilo. Es mentira que te hacen bajar de peso y eso que iba al gimnasio 3 veces por semana.  No me dieron resultado para bajar de peso,negative
18271,EXCELENT VENDEDOR RESPOND ENVI RAP EXCELENT RECOMEND,[1 0],"Excelente vendedor!, responde y envia muy rapido! Excelente producto!!, muy recomendable!",positive
18272,EXCELENT RECOMEND BUEN ATENCION TOD TIEMP FORM,[1 0],Excelente excelente!! muy recomendable. Muy buena atencion. Cumplio todo en tiempo y forma.,positive
18273,EXCELENT EXCELENT CALID LIND,[1 0],Excelente Excelente producto y calidad. Muy lindo,positive
18274,UNIC PRACTIC EXCELENT PAG SERVICI,[1 0],Único Muy práctico excelente. Sobre todo para pagar servicios,positive
18275,BUEN ESTOY RECOMEND MUCHISIM,[1 0],Muy buen producto!! Las estoy recomendando!!! Son fantásticas!!! Muchísimas gracias!!!,positive
18276,CAG COMPR ANDAN ENROSQU MSJ VENDEDOR SIRV COMPR TRUCH,[0 1],Una cagada la peor compra q hize una estafa de los 8 q compre solo 2 andan... ni me enrosque mandarle msj al vendedor q le sirva la plata  no compren son truchos,negative
18277,BUEN BUENON CUID ANCHAS PED,[1 0],"Muy bueno el producto Muy buenon el  producto, tener cuidado con el talle porque son anchas pedir un talle menos.",positive
18278,EXCELENT BUEN CALID CART LIND ENVI LLEG RAP BUEN ATENCION,[1 0],"Excelente Muy buena la calidad de las cartas, muy lindas. El envío llego rápido!   Gracias por la buena atención.",positive
18279,EXCELENT BUEN CALID COMPRAR,[1 0],"Excelente Excelente, muy buena calidad, comprare Insha Allah",positive
18280,BUEN MEJOR SHAMPO LIND PRECI,[1 0],"BUEN PRODUCTO LEJOS EL MEJOR SHAMPOO, MUY LINDO PRODUCTO Y EL PRECIO TAMBIEN, GRACIAS.",positive
18281,BUEN PER INCOMPLET MLODEL PED BOMBER VEHICUL RUED,[0 1],"Bueno pero incompleto.No es e mlodelo que pedí. No me vino el de bomberos, me vino el de vehículos y sin ruedas .",negative
18282,MAL MAND PRECI,[0 1],Mala Mala calidad y no me mandaron lista de precios,negative
18283,FEA PRIMER VEZ PONG HAC PREPARACION RECOM,[0 1],Fea Se me salteo la pintura de la tapa la primera vez que la use y se traba cuando pongo el maiz para hacer la preparacion... no la recomiendo,negative
18284,ERA ESPER MADER ESTAN DESIGUAL,[0 1],malo No era lo que esperaba. Las maderas están todas desiguales.,negative
18285,PUBLIC MAND QUIER ENVI COS DIJERON HABI ERROR DEPOSIT ENVIARI CORRECT CARG MAND QUIER RECONOC ERROR MERC LIBR,[0 1],"producto publicado no es el q envian. No recomiend PUBLICAN ESTAS FRESAS Y TE MANDAN LO QUE QUIEREN! Me enviaron cualquier cosa y me dijeron que habia sido error de deposito, q me enviarian las correctas sin cargo, nunca me mandaron nada y tampoco quieren reconocer el error en mercado libre.",negative
18286,EXCELENT PERFECT,[1 0],Excelente perfecto,positive
18287,EXCELENT GENIAL RELACION PRECI CALID,[1 0],Excelente Genial en relacion precio calidad,positive
18288,EXCELENT BUEN CALID RECOM,[1 0],Excelente Producto de muy buena calidad y sabor por lo tanto recomiendo al vendedor,positive
18289,MAL ENVI HAC CAMBI RESOLV DEVOLV DINER,[0 1],"MUY MALA ATENCIÓN DEL VENDEDOR. MUY MALA ATENCIÓN DEL VENDEDOR, ENVIÓ EL PRODUCTO ROTO Y NO QUISO HACER EL CAMBIO, LO RESOLVIÓ DEVOLVIENDO EL DINERO PORQUE EL PRODUCTO AUMENTO Y NO LE CONVENÍA LA VENTA... VERGONZOSO.",negative
18290,SORPRENDI BUEN CALID BUEN CALID RECOM,[1 0],Me sorprendio la buena calidad del producto. Muy buena calidad. Lo recomiendo.,positive
18291,EXCELENT EXCELENT DIVERT,[1 0],Excelente Excelente producto. Muy divertido,positive
18292,RECOMEND BUEN FACIL INSTAL,[1 0],Muy recomendable! Muy buen producto. Fácil de instalar.,positive
18293,MAL CALID MALISIM PERD SEÑAL TEMPL PART DUR SEMAN RECOM,[0 1],Mala La calidad es malísima perdes señal y ademas el supuesto templado de la parte tracera no duro ni una semana! No la recomiendo.,negative
18294,EXCELENT SERVICI EXCELENT RESPET PRECI RAPIDISIM,[1 0],"Excelente servicio Excelente, se respetan los precios y rapidísimo.",positive
18295,EXCELENT LIND NIÑ JUEG HERMOS,[1 0],Excelente es muy lindo producto para que los niños jueguen al doctor hermoso,positive
18296,BUEN EXCELENT CALID TERMIN INMENS BUEN CONFORM COMPR VOLV,[1 0],Muy Buenas Terminaciones Excelente calidad en las terminaciones del Peluche!. Es Inmenso y de Buen Peso. Muy conforme con la compra! Lo volvería a comprar!,positive
18297,BUEN CALID COMPR PER VERD BUEN CALID,[0 1],No es buena calidad Lo compre pero la verdad no es muy buena calidad.,negative
18298,REGUL REGUL INCOMOD COLOC,[0 1],Regular Regular es incómoda la colocación de la tapa,negative
18299,ECONOM PRACTIC REALIZ ROCIADOR VIN FALL LIND MUCH GRACI,[0 1],Económico y practico Quiero realizar un reclamo:Por el rociador  que vino fallado . Lo demas todo muy lindo muchas gracias.,negative
18300,BUEN BONIT BARAT BUEN FACIL PRACTIC IDEAL TIEN DEJ QUED COLG EVIT FORZ,[1 0],"Bueno, bonito y barato Muy buen producto, fácil de colocar y práctico. Ideal para adquirir si se tiene poco espacio para dejar la bicicleta. Lo puse a una altura a la cual la bicicleta no quede colgando y evitar forzarlo.",positive
18301,BUEN MAQUIN EXCELENT MEJOR,[1 0],Muy buena  maquina Excelente producto . Mejor de lo que esperaba.,positive
18302,EXCELENT BUEN MUCH GRACI,[1 0],"Excelente Muy bueno, muchas gracias. Saludos.",positive
18303,EXCELENT BUEN FIRM AMOLD CUERP,[1 0],Excelente Muy buen sommier! El colchón es firme y se amolda bien al cuerpo.,positive
18304,GRANDISIM COMPR EXCELENT GRAN CALID SON COMOD,[1 0],"Grandísima compra... Excelente producto, gran calidad de sonido y muy cómodos..",positive
18305,RECOMEND CALID PAT GOLP VERD DEJ MUCH DES DIJERON PRECI JUSTIF GAST COMPR CER,[0 1],"Malisimo, cero recomendable, No te claves! calidad cero, patas golpeadas, no se si por el viaje o no, pero la verdad que deja mucho que desear, me dijeron que por ese precio esta bien, pero no se justifica gastar eso por algo de malisima calidad. De haberlo sabido nunca lo hubiese comprado, cero cero cero cero recomendable, el vendedor todo bien, pero el producto malìsimo",negative
18306,EXCELENT HERMOS MIS NEN COP IGUAL,[1 0],"Excelente hermoso, mis nenas se coparon al igual que la flia",positive
18307,MAL PRIM ABRIERON PEL,[0 1],Muy malo Al primer uso del producto se abrieron todos los pelos,negative
18308,BUEN EXCELENT CALID ERA,[1 0],Muy bueno Excelente calidad era tal cual lo que esperaba,positive
18309,EXCELENT EXCELENT BUEN ATENCION,[1 0],Excelente Excelente producto muy buena atención,positive
18310,EXELENT EXCELENT UTIL CALID,[1 0],Exelente Excelente producto útil y de calidad,positive
18311,EXCELENT EXCELENT VERSATIL GRAND PRESTACION RECOMEND,[1 0],"Excelente producto Excelente producto, muy versátil y grandes prestaciones. Super recomendado",positive
18312,EXELENT EXELENT CALID PRECI,[1 0],"Exelente Exelente calidad, a muy precio!",positive
18313,DIVERT EXCELENT JUEG DIVESTIDISIM,[1 0],Divertido Excelente juego para toda la familia divestidisimo,positive
18314,ORIGINAL BAT DUR DESCARG RAP USAR RADI DUR ORIGINAL,[0 1],"La batería dura muy poco, no es original La batería no dura ni medio día, se descarga súper rápido, solamente con usar la radio me dura 3 hs. No es original la batería",negative
18315,LIND CALID LIND CALID PRECI,[0 1],Linda calidad Linda calidad por el precio. Conforme,negative
18316,EXCELENT EXELENT TOD,[1 0],Excelente EXELENTE. TALLE Y TERMINACIONES. TODO OK,positive
18317,BELL CONFORM IGUAL RECOM LLEG,[1 0],Bello muy conforme con el producto Hemoso delicado fino igual como en la foto recomiendo  llego tal cual lo pedí feliz,positive
18318,ENCANT ALMOH SUP RECOM,[1 0],Precio/calidad excelente!!! Me encantaron las Almohadas estas !! las super recomiendo!!!!,positive
18319,PESIM PAPELON EMPRES DUD COMPR NAD ENTRAR DETALL TIEMP HIC,[0 1],"Pesimo Un papelón esta empresa. Sin dudas, no compren nada. Ni siquiera quiero entrar en detalles del tiempo que me hicieron perder.",negative
18320,REGUL BISAGR LATERAL CAJON PLASTIC DEBIL VEZ BUEN,[0 1],"Regular Las bisagras laterales que unifican los cajones son de plástico muy débil, sé desarman cada vez que la abro, todo lo demás es muy bueno",negative
